school_number,name,station,mode,ride_min,walk_min,total_min,alight_stop,detail,source_url
402530,芦花,成城学園前,bus,12,2,14,,小田急線 成城学園前駅より バス約12分（千歳船橋駅行）千歳中学校前下車徒歩2分,https://www.metro.ed.jp/roka-h/access/access.html
402530,芦花,中学校,bus,7,2,9,,バス約7分（成城学園駅前行）千歳中学校前下車徒歩2分,https://www.metro.ed.jp/roka-h/access/access.html
406010,両国,錦糸町,walk,,5,5,,JR「錦糸町駅」より 徒歩約5分,https://www.metro.ed.jp/ryogoku-h/access/access.html
406010,両国,菊川,walk,,10,10,,都営新宿線「菊川駅」より 徒歩約10分,https://www.metro.ed.jp/ryogoku-h/access/access.html
406010,両国,住吉,walk,,10,10,,都営新宿線「住吉駅」より 徒歩約10分,https://www.metro.ed.jp/ryogoku-h/access/access.html
403010,鷺宮,中村橋,bus,8,,8,鷺ノ宮駅前,西武池袋線「中村橋」駅下車、関東バス阿佐ヶ谷行、荻窪行利用「鷺ノ宮駅前」下車8分,https://www.metro.ed.jp/saginomiya-h/access/access.html
403010,鷺宮,鷺ノ宮,bus,8,,8,鷺ノ宮駅前,JR「阿佐ヶ谷」駅・「荻窪」駅下車、関東バス「中村橋」行利用「鷺ノ宮駅前」下車8分,https://www.metro.ed.jp/saginomiya-h/access/access.html
402220,桜町,桜新町,walk,,9,9,,東急田園都市線「桜新町駅」より徒歩9分、「用賀駅」より徒歩8分,https://www.metro.ed.jp/sakuramachi-h/access/access.html
402220,桜町,桜新町,bus,,,,,東急バス停,https://www.metro.ed.jp/sakuramachi-h/access/access.html
402220,桜町,桜新町,walk,,11,11,,東急田園都市線 桜新町駅より徒歩11分,https://www.metro.ed.jp/sakuramachi-he/access/access.html
402220,桜町,用賀,walk,,11,11,,東急田園都市線 用賀駅より徒歩11分,https://www.metro.ed.jp/sakuramachi-he/access/access.html
402220,桜町,渋谷,bus,,,,,渋谷駅から二子玉川駅行きに乗り「桜町高校前」で下車,https://www.metro.ed.jp/sakuramachi-he/access/access.html
402220,桜町,二子玉川,bus,,,,,二子玉川駅から渋谷駅行きに乗り「桜町高校前」で下車,https://www.metro.ed.jp/sakuramachi-he/access/access.html
402410,世田谷泉,千歳烏山,bus,,15,,千歳烏山駅,京王線「千歳烏山駅」下車徒歩15分（特急・急行・快速・各停）,https://www.metro.ed.jp/setagayaizumi-he/access/access.html
402410,世田谷泉,千歳烏山,bus,,5,,昭和大学附属烏山病院,JR中央・総武線「吉祥寺駅」南口より小田急バス「吉02 千歳烏山駅北口」行き「 ときわ橋」または「昭和大学附属烏山病院」 下車徒歩 5 分,https://www.metro.ed.jp/setagayaizumi-he/access/access.html
402410,世田谷泉,高井戸,bus,,5,,高井戸駅,JR中央・総武線、メトロ丸の内線「荻窪駅」南口および京王井の頭線「高井戸駅」より関東バス「荻 58 北野」行き「 中給田」下車徒歩 5 分,https://www.metro.ed.jp/setagayaizumi-he/access/access.html
402420,世田谷総合,二子玉川,walk,,15,15,,徒歩約15分,https://www.metro.ed.jp/setagayasogo-h/access/access.html
402420,世田谷総合,二子玉川,bus,9,,9,,バス計・約９分（東急バス・小田急バス）,https://www.metro.ed.jp/setagayasogo-h/access/access.html
402420,世田谷総合,成城学園前,bus,,,,,【成城学園前駅】【調布駅南口】【宇奈根一丁目】行き,https://www.metro.ed.jp/setagayasogo-h/access/access.html
402420,世田谷総合,世田谷,bus,,,,世田谷総合高校,「世田谷総合高校」バス停下車,https://www.metro.ed.jp/setagayasogo-h/access/access.html
402420,世田谷総合,二子玉川,bus,,,,世田谷総合高校,【二子玉川駅】行き「世田谷総合高校」バス停下車,https://www.metro.ed.jp/setagayasogo-h/access/access.html
403210,石神井,武蔵関,walk,,7,7,,西武新宿線「武蔵関」駅下車 北口 徒歩７分,https://www.metro.ed.jp/shakujii-h/access/access.html
403210,石神井,武蔵関,bus,,,,,関東バス「武蔵関駅（荻32）」行き,https://www.metro.ed.jp/shakujii-h/access/access.html
403210,石神井,武蔵関,bus,,7,,武蔵関駅,バス停「武蔵関駅」下車 徒歩７分,https://www.metro.ed.jp/shakujii-h/access/access.html
403210,石神井,吉祥寺,bus,,,,,西武バス「吉祥寺駅（吉61/吉61-1）」行き,https://www.metro.ed.jp/shakujii-h/access/access.html
403210,石神井,吉祥寺,bus,,6,,関町北四丁目,バス停「関町北四丁目」下車 徒歩６分,https://www.metro.ed.jp/shakujii-h/access/access.html
402060,新宿,新宿,walk,,4,4,,JR線「新宿」駅：南口・東南口・甲州街道改札 徒歩4分,https://www.metro.ed.jp/shinjuku-h/access/access.html
402060,新宿,新宿三丁目,walk,,2,2,,東京メトロ副都心線「新宿三丁目」駅 徒歩2分,https://www.metro.ed.jp/shinjuku-h/access/access.html
402060,新宿,西武新宿,walk,,11,11,,西武新宿線「西武新宿」駅 徒歩11分,https://www.metro.ed.jp/shinjuku-h/access/access.html
402520,新宿山吹,江戸川橋,walk,,10,10,,東京メトロ有楽町線 江戸川橋駅 より徒歩10分,https://www.metro.ed.jp/shinjukuyamabuki-h/access/access.html
402520,新宿山吹,早稲田,walk,,10,10,,早稲田駅 より徒歩10分,https://www.metro.ed.jp/shinjukuyamabuki-h/access/access.html
402520,新宿山吹,神楽坂,walk,,10,10,,神楽坂駅 より徒歩10分,https://www.metro.ed.jp/shinjukuyamabuki-h/access/access.html
402520,新宿山吹,新宿西口,bus,,,,都立新宿山吹高校前,都営バス 新宿西口3番乗場より、白61系統「練馬車庫」行き乗車「都立新宿山吹高校前」下車すぐ,https://www.metro.ed.jp/shinjukuyamabuki-h/access/access.html
402520,新宿山吹,牛込柳町,walk,,15,15,,都営地下鉄大江戸線 牛込柳町駅下車 より徒歩15分,https://www.metro.ed.jp/shinjukuyamabuki-h/access/access.html
402520,新宿山吹,早稲田,bus,,15,,,都電荒川線 早稲田電停下車 より徒歩15分,https://www.metro.ed.jp/shinjukuyamabuki-h/access/access.html
405050,忍岡,浅草橋,walk,,5,5,,JR総武線「浅草橋駅」西口より徒歩5分,https://www.metro.ed.jp/shinobugaoka-h/access/access.html
405050,忍岡,新御徒町,walk,,10,10,,都営地下鉄大江戸線・つくばエクスプレス「新御徒町駅」A4出口より徒歩10分,https://www.metro.ed.jp/shinobugaoka-h/access/access.html
405050,忍岡,秋葉原,walk,,12,12,,東京メトロ日比谷線「秋葉原駅」1番出口より徒歩12分,https://www.metro.ed.jp/shinobugaoka-h/access/access.html
406280,篠崎,篠崎,bus,,,,,都営新宿線 篠崎駅 3番のりば,https://www.metro.ed.jp/shinozaki-h/access/access.html
406280,篠崎,篠崎,bus,5,5,10,スポーツランド入口,【瑞江駅行き】【一之江行き】５分 『スポーツランド入口』バス停下車 徒歩5分,https://www.metro.ed.jp/shinozaki-h/access/access.html
406280,篠崎,江戸川,bus,8,2,10,江戸川スポーツランド,【江戸川スポーツランド行き】８分 『江戸川スポーツランド』バス停下車 徒歩2分,https://www.metro.ed.jp/shinozaki-h/access/access.html
406280,篠崎,瑞江,bus,7,5,12,スポーツランド入口,【小岩駅行き】【新小岩駅行き】７分 『スポーツランド入口』バス停下車 徒歩5分,https://www.metro.ed.jp/shinozaki-h/access/access.html
406280,篠崎,一之江,bus,15,5,20,スポーツランド入口,【小岩駅行き】【新小岩駅行き】15分 『スポーツランド入口』バス停下車 徒歩5分,https://www.metro.ed.jp/shinozaki-h/access/access.html
406280,篠崎,小岩,bus,20,5,25,スポーツランド入口,【瑞江駅行き】【一之江行き】20分 『スポーツランド入口』バス停下車 徒歩5分,https://www.metro.ed.jp/shinozaki-h/access/access.html
408040,昭和,東中神,walk,,8,8,,東中神駅下車 徒歩8分,https://www.metro.ed.jp/showa-h/access/access.html
408040,昭和,西立川,walk,,10,10,,西立川駅下車 徒歩10分,https://www.metro.ed.jp/showa-h/access/access.html
407510,翔陽,高尾,bus,,,,,JR中央線 高尾駅または京王線 高尾駅 南口下車,https://www.metro.ed.jp/shoyo-h/access/access.html
407510,翔陽,高尾,bus,,,,京王バス バスナビサイト,「京王バス バスナビサイト」より高尾駅南口 時刻表（別ウインドウが開きます）,https://www.metro.ed.jp/shoyo-h/access/access.html
401610,芝商業,浜松町,walk,,5,5,,浜松町駅 （山手線・京浜東北線・東京モノレール）北口 ： 徒歩５分,https://www.metro.ed.jp/sibasyogyo-h/access/access.html
401610,芝商業,大門,walk,,5,5,,大門駅 （都営地下鉄浅草線・大江戸線）Ｂ１出口 ： 徒歩５分,https://www.metro.ed.jp/sibasyogyo-h/access/access.html
401610,芝商業,竹芝,walk,,5,5,,竹芝駅 （ゆりかもめ） ： 徒歩５分,https://www.metro.ed.jp/sibasyogyo-h/access/access.html
401610,芝商業,御成門,walk,,15,15,,御成門駅 （都営地下鉄三田線）Ａ２出口 ： 徒歩１５分,https://www.metro.ed.jp/sibasyogyo-h/access/access.html
402940,総合芸術,新宿御苑前,bus,,11,,新宿御苑前駅,東京メトロ丸ノ内線「新宿御苑前駅」下車、大木戸門口（２番出口）より徒歩１１分,https://www.metro.ed.jp/sogo-geijutsu-h/access/access.html
402940,総合芸術,曙橋,bus,,9,,曙橋駅,都営地下鉄新宿線「曙橋駅」下車、Ａ２口より徒歩９分,https://www.metro.ed.jp/sogo-geijutsu-h/access/access.html
402940,総合芸術,新宿三丁目,bus,,15,,新宿三丁目駅,東京メトロ副都心線・丸ノ内線、都営地下鉄新宿線「新宿三丁目駅」下車、Ｃ７口又はＥ３口より徒歩１５分,https://www.metro.ed.jp/sogo-geijutsu-h/access/access.html
402940,総合芸術,若松河田,bus,,12,,若松河田駅,都営地下鉄大江戸線「若松河田駅」下車、河田口より徒歩１２分,https://www.metro.ed.jp/sogo-geijutsu-h/access/access.html
402940,総合芸術,東新宿,bus,,15,,東新宿駅,都営地下鉄大江戸線、東京メトロ副都心線「東新宿駅」下車、Ａ２口より徒歩１５分,https://www.metro.ed.jp/sogo-geijutsu-h/access/access.html
402940,総合芸術,新宿,bus,,20,,新宿駅,ＪＲ線「新宿駅」下車、東口より徒歩２０分,https://www.metro.ed.jp/sogo-geijutsu-h/access/access.html
402940,総合芸術,新宿,bus,5,,5,,都バス ＪＲ新宿駅西口バスターミナルより練馬車庫行約５分,https://www.metro.ed.jp/sogo-geijutsu-h/access/access.html
402940,総合芸術,新宿,bus,,3,,市ヶ谷富久町,「花園町」または「市ヶ谷富久町」下車、徒歩３分,https://www.metro.ed.jp/sogo-geijutsu-h/access/access.html
402940,総合芸術,西武新宿,bus,,20,,西武新宿駅,西武新宿線「西武新宿駅」下車、徒歩２０分 または都バス「歌舞伎町」より,https://www.metro.ed.jp/sogo-geijutsu-h/access/access.html
402940,総合芸術,西武新宿,bus,4,3,7,市ヶ谷富久町,練馬車庫行約４分「花園町」または「市ヶ谷富久町」下車、徒歩３分,https://www.metro.ed.jp/sogo-geijutsu-h/access/access.html
402750,総合工科,成城学園前,bus,7,,7,,小田急線 成城学園前駅よりバスで約７分（徒歩約15分）,https://www.metro.ed.jp/sogokoka-h/access/access.html
402750,総合工科,成城学園前,walk,,15,15,,小田急線 成城学園前駅よりバスで約７分（徒歩約15分）,https://www.metro.ed.jp/sogokoka-h/access/access.html
402750,総合工科,千歳烏山,bus,,,,,千歳烏山駅北口、千歳烏山駅南口、千歳船橋駅、狛江営業所、狛江駅北口行きに乗り 「都立総合工科高校前」 で下車,https://www.metro.ed.jp/sogokoka-h/access/access.html
402750,総合工科,成城学園前,bus,7,,7,,小田急線 成城学園前駅よりバスで約７分（徒歩約15分）,https://www.metro.ed.jp/sogokoka-he/access/access.html
402750,総合工科,成城学園前,walk,,15,15,,小田急線 成城学園前駅よりバスで約７分（徒歩約15分）,https://www.metro.ed.jp/sogokoka-he/access/access.html
402750,総合工科,千歳烏山,bus,,,,,千歳烏山駅北口、千歳烏山駅南口、千歳船橋駅、狛江営業所、狛江駅北口行きに乗り 「都立総合工科高校前」 で下車,https://www.metro.ed.jp/sogokoka-he/access/access.html
403720,杉並工科,上石神井,walk,,20,20,,上石神井駅 南口より徒歩20分,https://www.metro.ed.jp/suginamikoka-h/access/access.html
403720,杉並工科,上井草,walk,,15,15,,上井草駅 南口より徒歩15分,https://www.metro.ed.jp/suginamikoka-h/access/access.html
403720,杉並工科,荻窪,bus,,5,,,"荻窪駅 関東バス(荻32 武蔵関駅行,荻34 北裏行,荻36 南善福寺行) 「八幡宮裏」降車後 徒歩5分",https://www.metro.ed.jp/suginamikoka-h/access/access.html
403720,杉並工科,西荻窪,bus,,3,,,西荻窪駅 関東バス(西50 井荻駅行)「今川三丁目」降車後 徒歩3分,https://www.metro.ed.jp/suginamikoka-h/access/access.html
403410,杉並総合,浜田山,walk,,10,10,,井の頭線「浜田山」駅・・・徒歩約10分,https://www.metro.ed.jp/suginamisogo-h/access/access.html
403410,杉並総合,上北沢,walk,,12,12,,京王線「上北沢」駅・・・徒歩約12分,https://www.metro.ed.jp/suginamisogo-h/access/access.html
406020,墨田川,東向島,walk,,6,6,,東武線スカイツリーライン 東向島駅下車 徒歩6分,https://www.metro.ed.jp/sumidagawa-h/access/access.html
406020,墨田川,曳舟,walk,,8,8,,東武亀戸線 曳舟駅下車 徒歩8分,https://www.metro.ed.jp/sumidagawa-h/access/access.html
406020,墨田川,京成曳舟,walk,,10,10,,京成押上線 京成曳舟駅下車 徒歩10分,https://www.metro.ed.jp/sumidagawa-h/access/access.html
406730,墨田工科,菊川,bus,,5,,菊川駅,都営新宿線「菊川駅」下車 徒歩5分,https://www.metro.ed.jp/sumidakoka-h/access/access.html
406730,墨田工科,清澄白河,bus,,15,,清澄白河駅,東京メトロ半蔵門線「清澄白河駅」下車 徒歩15分,https://www.metro.ed.jp/sumidakoka-h/access/access.html
406730,墨田工科,木場,bus,,,,木場駅,東西線「木場駅」より都営バス「森下5丁目」下車,https://www.metro.ed.jp/sumidakoka-h/access/access.html
406730,墨田工科,新宿,bus,20,5,25,菊川駅,新宿駅より都営新宿線20分「菊川駅」下車徒歩5分,https://www.metro.ed.jp/sumidakoka-he/access/access.html
406730,墨田工科,清澄白河,walk,,15,15,,半蔵門線／大江戸線「清澄白河駅」より徒歩15分,https://www.metro.ed.jp/sumidakoka-he/access/access.html
406730,墨田工科,木場,bus,,,,木場駅,東西線「木場駅」より都営バス「森下5丁目」下車,https://www.metro.ed.jp/sumidakoka-he/access/access.html
408030,砂川,泉体育館,walk,,3,3,,多摩モノレール 泉体育館駅から徒歩３分,https://www.metro.ed.jp/sunagawa-hc/access/access.html
408030,砂川,泉体育館,walk,,3,3,,多摩モノレール 泉体育館駅から徒歩３分,https://www.metro.ed.jp/sunagawa-he/access/access.html
406910,橘,東あずま,walk,,3,3,,東武亀戸線 東あずま駅 徒歩3分,https://www.metro.ed.jp/tachibana-h/access/access.html
406910,橘,平井,walk,,12,12,,JR総武線 平井駅 徒歩12分,https://www.metro.ed.jp/tachibana-h/access/access.html
406910,橘,東あずま,walk,,4,4,,東武亀戸線東あずま駅下車、徒歩４分,https://www.metro.ed.jp/tachibana-he/access/access.html
406910,橘,平井,walk,,13,13,,ＪＲ総武線平井駅下車、徒歩１３分,https://www.metro.ed.jp/tachibana-he/access/access.html
403280,田柄,光が丘,walk,,13,13,,都営地下鉄大江戸線「光が丘」駅より徒歩13分,https://www.metro.ed.jp/tagara-h/access/access.html
403280,田柄,下赤塚,walk,,18,18,,東武鉄道東上線 「下赤塚」駅より徒歩18分,https://www.metro.ed.jp/tagara-h/access/access.html
403280,田柄,成増,bus,,0,,田柄高校,西武バス練47系統 成増駅南口～練馬駅北口「田柄高校」下車、徒歩0分,https://www.metro.ed.jp/tagara-h/access/access.html
403280,田柄,平和台,bus,,3,,光が丘秋の陽小学校,国際興業バス光01・02・03系統 光が丘駅～平和台駅～池袋駅東口「光が丘秋の陽小学校」下車、徒歩3分,https://www.metro.ed.jp/tagara-h/access/access.html
403280,田柄,東武練馬,bus,,3,,田柄高校北,みどりバス北町ルート 光が丘駅～東武練馬駅「田柄高校北」下車、徒歩3分,https://www.metro.ed.jp/tagara-h/access/access.html
404260,高島,新高島平,walk,,7,7,,都営三田線 新高島平駅 徒歩7分,https://www.metro.ed.jp/takashima-h/access/access.html
404260,高島,上野,bus,,,,,バス路線,https://www.metro.ed.jp/takashima-h/access/access.html
404260,高島,成増,bus,,,,,【成増駅北口発】,https://www.metro.ed.jp/takashima-h/access/access.html
404260,高島,高島平,bus,,,,,高01 高島平操車場行 高島高校下車 至近,https://www.metro.ed.jp/takashima-h/access/access.html
404260,高島,赤羽,bus,,12,,,赤02 赤羽駅西口行 四葉町下車 徒歩12分,https://www.metro.ed.jp/takashima-h/access/access.html
404010,竹早,茗荷谷,walk,,10,10,,東京メトロ丸ノ内線「茗荷谷駅」1番出口から徒歩10分,https://www.metro.ed.jp/takehaya-h/access/access.html
404010,竹早,後楽園,walk,,12,12,,東京メトロ丸ノ内線/東京メトロ南北線「後楽園駅」4b出口から徒歩12分,https://www.metro.ed.jp/takehaya-h/access/access.html
404010,竹早,春日,walk,,13,13,,都営三田線/都営大江戸線「春日駅」6番出口から徒歩13分,https://www.metro.ed.jp/takehaya-h/access/access.html
404010,竹早,御徒町,bus,,,,春日二丁目バス停,都バス 都02系統(大塚駅前～御徒町駅前～錦糸町駅前)「春日二丁目バス停」下車すぐ,https://www.metro.ed.jp/takehaya-h/access/access.html
405070,竹台,鶯谷,walk,,6,6,,JR鶯谷駅徒歩6分,https://www.metro.ed.jp/takenodai-h/access/access.html
405070,竹台,日暮里,walk,,8,8,,JR、京成、日暮里・舎人ライナー日暮里駅徒歩8分,https://www.metro.ed.jp/takenodai-h/access/access.html
405070,竹台,三河島,walk,,13,13,,JR三河島駅徒歩13分,https://www.metro.ed.jp/takenodai-h/access/access.html
405070,竹台,入谷,walk,,13,13,,東京メトロ日比谷線入谷駅徒歩13分,https://www.metro.ed.jp/takenodai-h/access/access.html
405070,竹台,日暮里,bus,,3,,,都バス（都08）日暮里駅前←→錦糸町駅前 東日暮里五丁目 徒歩3分,https://www.metro.ed.jp/takenodai-h/access/access.html
408210,多摩,青梅,walk,,15,15,,JR青梅線 青梅駅下車・・・徒歩 15分,https://www.metro.ed.jp/tama-h/access/access.html
408210,多摩,青梅,bus,,,,,青梅駅前より都営バス,https://www.metro.ed.jp/tama-h/access/access.html
408210,多摩,青梅,bus,,1,,多摩高校前,「裏宿町」行き 「多摩高校前」下車 徒歩1分,https://www.metro.ed.jp/tama-h/access/access.html
408210,多摩,青梅,bus,,4,,青梅車庫,「青梅車庫」行き 「青梅車庫」下車 徒歩4分,https://www.metro.ed.jp/tama-h/access/access.html
409730,多摩科学技術,武蔵小金井,walk,,10,10,,JR中央線 武蔵小金井駅南口より徒歩10分,https://www.metro.ed.jp/tamakagakugijutsu-h/access/access.html
408710,多摩工科,拝島,walk,,10,10,,拝島駅（JR線・西武拝島線）より徒歩10分,https://www.metro.ed.jp/tamakoka-h/access/access.html
408710,多摩工科,拝島,bus,,,,,【 拝島駅までの所要時間 】,https://www.metro.ed.jp/tamakoka-h/access/access.html
409070,田無,田無,walk,,18,18,,西武新宿線 田無駅南口より徒歩18分,https://www.metro.ed.jp/tanashi-h/access/access.html
409070,田無,東伏見,bus,,,,,はなバス「向台循環」または「東伏見駅南口」行き,https://www.metro.ed.jp/tanashi-h/access/access.html
409070,田無,東伏見,bus,,5,,市民公園前,「市民公園前」下車 徒歩5分または「上向台市民集会所」下車 徒歩2分,https://www.metro.ed.jp/tanashi-h/access/access.html
409070,田無,武蔵境,bus,,4,,,関東バス（境15）「向台町五丁目」行き 終点下車 徒歩4分,https://www.metro.ed.jp/tanashi-h/access/access.html
409070,田無,武蔵境,bus,,8,,武蔵野徳洲会病院,「武蔵野徳洲会病院」下車 徒歩８分,https://www.metro.ed.jp/tanashi-h/access/access.html
409070,田無,吉祥寺,bus,,4,,,関東バス（吉73）「向台町五丁目」行き 終点下車 徒歩４分,https://www.metro.ed.jp/tanashi-h/access/access.html
409070,田無,吉祥寺,bus,,8,,武蔵野徳洲会病院,「武蔵野徳洲会病院」下車 徒歩８分,https://www.metro.ed.jp/tanashi-h/access/access.html
409720,田無工科,西武柳沢,walk,,18,18,,田無駅 または 西武柳沢駅 から徒歩18分,https://www.metro.ed.jp/tanashikoka-h/access/access.html
409720,田無工科,西武柳沢,bus,,,,,JR中央線 → バス（西武バス、関東バス）,https://www.metro.ed.jp/tanashikoka-h/access/access.html
409720,田無工科,武蔵境,bus,8,7,15,至誠学舎東京前,武蔵境駅北口から ひばりヶ丘駅行バス 8分 『至誠学舎東京前』下車 徒歩7分,https://www.metro.ed.jp/tanashikoka-h/access/access.html
409720,田無工科,武蔵境,bus,,,,,関東バス 最寄りのバス停『武蔵野大学』,https://www.metro.ed.jp/tanashikoka-h/access/access.html
409720,田無工科,吉祥寺,bus,20,,20,,または 桜堤団地行バス 20分,https://www.metro.ed.jp/tanashikoka-h/access/access.html
409720,田無工科,吉祥寺,bus,,5,,武蔵野大学,上記のバスに乗って『武蔵野大学』下車 徒歩5分,https://www.metro.ed.jp/tanashikoka-h/access/access.html
404040,豊島,千川,walk,,8,8,,東京メトロ有楽町線・副都心線 小竹向原4番出口徒歩8分 または千川駅1番出口から徒歩8分,https://www.metro.ed.jp/toshima-h/access/access.html
404040,豊島,江古田,walk,,12,12,,西武池袋線 江古田駅北口（日大芸術学部）から徒歩12分,https://www.metro.ed.jp/toshima-h/access/access.html
404040,豊島,小竹向原,walk,,7,7,,東京メトロ有楽町線・副都心線 小竹向原4番出口徒歩7分,https://www.metro.ed.jp/toshima-he/access/access.html
404040,豊島,千川,walk,,8,8,,東京メトロ有楽町線・副都心線 千川駅1番出口から徒歩8分,https://www.metro.ed.jp/toshima-he/access/access.html
404040,豊島,江古田,walk,,14,14,,西武池袋線 江古田駅北口（日大芸術学部）から徒歩14分,https://www.metro.ed.jp/toshima-he/access/access.html
402010,戸山,西早稲田,walk,,1,1,,東京メトロ副都心線「西早稲田」駅下車 出口3より 徒歩1分,https://www.metro.ed.jp/toyama-h/access/access.html
402010,戸山,高田馬場,walk,,12,12,,JR山手線、西武新宿線、東京メトロ東西線「高田馬場」駅下車 徒歩12分,https://www.metro.ed.jp/toyama-h/access/access.html
402010,戸山,高田馬場,bus,,,,学習院戸山キャンパス前,高田馬場駅前から都バス「高７１ 九段下行き」に乗車 「学習院戸山キャンパス前」下車すぐ,https://www.metro.ed.jp/toyama-h/access/access.html
402010,戸山,渋谷,bus,,,,学習院戸山キャンパス前,池袋駅東口から都バス「池８６ 渋谷駅東口行き」に乗車 「学習院戸山キャンパス前」下車すぐ,https://www.metro.ed.jp/toyama-h/access/access.html
402010,戸山,新宿,bus,,,,学習院戸山キャンパス前,新宿駅西口から都バス「早７７ 早稲田行き」に乗車 「学習院戸山キャンパス前」下車すぐ,https://www.metro.ed.jp/toyama-h/access/access.html
402010,戸山,東新宿,walk,,13,13,,都営大江戸線「東新宿」駅下車 徒歩13分,https://www.metro.ed.jp/toyama-h/access/access.html
401410,つばさ総合,蒲田,bus,,6,,羽田特別出張所,JR・東急 蒲田駅からは東口の京急バスで3番乗り場から『蒲40・41・42・43・45』系統（行先 羽田空港など）に乗車し、「萩中公園前」・「羽田特別出張所」下車で徒歩5～6分,https://www.metro.ed.jp/tsubasasogo-h/access/access.html
405060,上野,上野,walk,,13,13,,JR山手線/京浜東北線・上野駅公園改札より 徒歩13分,https://www.metro.ed.jp/ueno-h/access/access.html
405060,上野,根津,walk,,6,6,,東京メトロ千代田線・根津駅より 徒歩6分,https://www.metro.ed.jp/ueno-h/access/access.html
405060,上野,日暮里,walk,,13,13,,JR線/京成線/舎人ライナー・日暮里駅より 徒歩13分,https://www.metro.ed.jp/ueno-h/access/access.html
405060,上野,京成上野,walk,,13,13,,京成線・京成上野駅より 徒歩13分,https://www.metro.ed.jp/ueno-h/access/access.html
410410,若葉総合,若葉台,walk,,10,10,,「京王相模原線「若葉台駅」から徒歩10 分」,https://www.metro.ed.jp/wakabasogo-h/access/access.html
410410,若葉総合,黒川,walk,,15,15,,「小田急線「黒川駅」から徒歩15 分」,https://www.metro.ed.jp/wakabasogo-h/access/access.html
410410,若葉総合,黒川,bus,,,,,【主な駅からの時間】,https://www.metro.ed.jp/wakabasogo-h/access/access.html
401240,雪谷,御嶽山,walk,,8,8,,東急池上線御嶽山（おんたけさん）駅より徒歩8分,https://www.metro.ed.jp/yukigaya-h/access/access.html
401240,雪谷,御嶽山,bus,,,,,【バスの場合】,https://www.metro.ed.jp/yukigaya-h/access/access.html
401240,雪谷,田園調布,bus,,,,,東急東横線「田園調布」駅から東急バス「蒲田駅行（蒲12系統）」,https://www.metro.ed.jp/yukigaya-h/access/access.html
401240,雪谷,田園調布,bus,,5,,雪谷文化センター,→「雪谷文化センター」下車 徒歩5分,https://www.metro.ed.jp/yukigaya-h/access/access.html
401240,雪谷,大森,bus,,,,,JR京浜東北線「大森」駅から東急バス「洗足池行（森05系統）」,https://www.metro.ed.jp/yukigaya-h/access/access.html
401240,雪谷,久が原,bus,,7,,久が原出世観音,→「久が原出世観音」下車 徒歩7分,https://www.metro.ed.jp/yukigaya-h/access/access.html
